Fecha,Hora,Sucursal,Producto,Precio,Unidades,Precio Total,Mes,Nombre_Mes,Año,Año_Mes
2024-08-31,19,Sucursal 5,Producto F,40,3,120,8,August,2024,2024-08
2024-08-31,18,Sucursal 2,Producto D,35,9,315,8,August,2024,2024-08
2024-09-01,12,Sucursal 1,Producto A,20,3,60,9,September,2024,2024-09
2024-09-01,12,Sucursal 2,Producto H,25,7,175,9,September,2024,2024-09
2024-09-01,13,Sucursal 1,Producto E,40,4,160,9,September,2024,2024-09
2024-09-01,12,Sucursal 5,Producto F,40,9,360,9,September,2024,2024-09
2024-09-01,20,Sucursal 2,Producto A,20,7,140,9,September,2024,2024-09
2024-09-01,18,Sucursal 5,Producto D,35,4,140,9,September,2024,2024-09
2024-09-01,13,Sucursal 5,Producto C,30,2,60,9,September,2024,2024-09
2024-09-01,18,Sucursal 1,Producto B,25,8,200,9,September,2024,2024-09
2024-09-01,13,Sucursal 1,Producto C,30,6,180,9,September,2024,2024-09
2024-09-01,12,Sucursal 5,Producto G,20,9,180,9,September,2024,2024-09
2024-09-02,12,Sucursal 1,Producto D,35,8,280,9,September,2024,2024-09
2024-09-02,14,Sucursal 4,Producto E,40,1,40,9,September,2024,2024-09
2024-09-02,19,Sucursal 3,Producto B,25,5,125,9,September,2024,2024-09
2024-09-02,20,Sucursal 3,Producto A,20,3,60,9,September,2024,2024-09
2024-09-02,19,Sucursal 5,Producto E,40,7,280,9,September,2024,2024-09
2024-09-02,12,Sucursal 5,Producto G,20,5,100,9,September,2024,2024-09
2024-09-02,20,Sucursal 3,Producto G,20,2,40,9,September,2024,2024-09
2024-09-02,13,Sucursal 5,Producto H,25,7,175,9,September,2024,2024-09
2024-09-02,15,Sucursal 3,Producto H,25,5,125,9,September,2024,2024-09
2024-09-02,16,Sucursal 1,Producto I,60,5,300,9,September,2024,2024-09
2024-09-02,12,Sucursal 1,Producto D,35,3,105,9,September,2024,2024-09
2024-09-03,14,Sucursal 3,Producto B,25,6,150,9,September,2024,2024-09
2024-09-03,12,Sucursal 5,Producto B,25,4,100,9,September,2024,2024-09
2024-09-03,20,Sucursal 5,Producto F,40,1,40,9,September,2024,2024-09
2024-09-03,19,Sucursal 1,Producto F,40,4,160,9,September,2024,2024-09
2024-09-03,15,Sucursal 1,Producto C,30,7,210,9,September,2024,2024-09
2024-09-03,12,Sucursal 5,Producto G,20,2,40,9,September,2024,2024-09
2024-09-03,19,Sucursal 4,Producto I,60,8,480,9,September,2024,2024-09
2024-09-03,14,Sucursal 2,Producto D,35,7,245,9,September,2024,2024-09
2024-09-04,17,Sucursal 3,Producto E,40,9,360,9,September,2024,2024-09
2024-09-04,14,Sucursal 1,Producto I,60,8,480,9,September,2024,2024-09
2024-09-04,12,Sucursal 5,Producto A,20,4,80,9,September,2024,2024-09
2024-09-04,19,Sucursal 3,Producto E,40,5,200,9,September,2024,2024-09
2024-09-04,12,Sucursal 4,Producto E,40,6,240,9,September,2024,2024-09
2024-09-04,16,Sucursal 5,Producto E,40,6,240,9,September,2024,2024-09
2024-09-04,19,Sucursal 5,Producto C,30,1,30,9,September,2024,2024-09
2024-09-04,18,Sucursal 2,Producto B,25,7,175,9,September,2024,2024-09
2024-09-04,14,Sucursal 2,Producto F,40,5,200,9,September,2024,2024-09
2024-09-04,20,Sucursal 5,Producto F,40,9,360,9,September,2024,2024-09
2024-09-05,14,Sucursal 4,Producto G,20,1,20,9,September,2024,2024-09
2024-09-05,17,Sucursal 4,Producto B,25,2,50,9,September,2024,2024-09
2024-09-05,19,Sucursal 3,Producto D,35,3,105,9,September,2024,2024-09
2024-09-05,16,Sucursal 5,Producto F,40,2,80,9,September,2024,2024-09
2024-09-05,19,Sucursal 4,Producto F,40,4,160,9,September,2024,2024-09
2024-09-06,17,Sucursal 4,Producto H,25,1,25,9,September,2024,2024-09
2024-09-06,13,Sucursal 5,Producto I,60,3,180,9,September,2024,2024-09
2024-09-06,15,Sucursal 2,Producto A,20,9,180,9,September,2024,2024-09
2024-09-06,18,Sucursal 5,Producto E,40,9,360,9,September,2024,2024-09
2024-09-06,20,Sucursal 3,Producto A,20,2,40,9,September,2024,2024-09
2024-09-06,14,Sucursal 2,Producto H,25,2,50,9,September,2024,2024-09
2024-09-06,15,Sucursal 2,Producto A,20,5,100,9,September,2024,2024-09
2024-09-06,15,Sucursal 4,Producto F,40,8,320,9,September,2024,2024-09
2024-09-06,19,Sucursal 5,Producto J,60,2,120,9,September,2024,2024-09
2024-09-07,17,Sucursal 3,Producto B,25,5,125,9,September,2024,2024-09
2024-09-07,18,Sucursal 1,Producto E,40,1,40,9,September,2024,2024-09
2024-09-07,15,Sucursal 2,Producto I,60,4,240,9,September,2024,2024-09
2024-09-07,18,Sucursal 2,Producto H,25,6,150,9,September,2024,2024-09
2024-09-07,17,Sucursal 1,Producto I,60,9,540,9,September,2024,2024-09
2024-09-07,17,Sucursal 1,Producto I,60,8,480,9,September,2024,2024-09
2024-09-07,15,Sucursal 4,Producto G,20,9,180,9,September,2024,2024-09
2024-09-07,15,Sucursal 5,Producto D,35,1,35,9,September,2024,2024-09
2024-09-07,20,Sucursal 5,Producto A,20,3,60,9,September,2024,2024-09
2024-09-07,19,Sucursal 4,Producto G,20,3,60,9,September,2024,2024-09
2024-09-07,17,Sucursal 2,Producto D,35,7,245,9,September,2024,2024-09
2024-09-07,17,Sucursal 1,Producto D,35,4,140,9,September,2024,2024-09
2024-09-07,13,Sucursal 1,Producto I,60,1,60,9,September,2024,2024-09
2024-09-08,19,Sucursal 1,Producto B,25,2,50,9,September,2024,2024-09
2024-09-08,13,Sucursal 1,Producto A,20,2,40,9,September,2024,2024-09
2024-09-08,20,Sucursal 5,Producto H,25,7,175,9,September,2024,2024-09
2024-09-08,16,Sucursal 3,Producto I,60,9,540,9,September,2024,2024-09
2024-09-08,15,Sucursal 4,Producto G,20,3,60,9,September,2024,2024-09
2024-09-08,15,Sucursal 2,Producto I,60,6,360,9,September,2024,2024-09
2024-09-08,17,Sucursal 3,Producto B,25,4,100,9,September,2024,2024-09
2024-09-08,13,Sucursal 3,Producto J,60,5,300,9,September,2024,2024-09
2024-09-08,16,Sucursal 3,Producto G,20,6,120,9,September,2024,2024-09
2024-09-09,14,Sucursal 3,Producto A,20,2,40,9,September,2024,2024-09
2024-09-09,20,Sucursal 4,Producto I,60,8,480,9,September,2024,2024-09
2024-09-09,13,Sucursal 5,Producto J,60,6,360,9,September,2024,2024-09
2024-09-09,17,Sucursal 4,Producto J,60,9,540,9,September,2024,2024-09
2024-09-09,19,Sucursal 4,Producto B,25,1,25,9,September,2024,2024-09
2024-09-09,15,Sucursal 5,Producto J,60,1,60,9,September,2024,2024-09
2024-09-09,14,Sucursal 3,Producto J,60,5,300,9,September,2024,2024-09
2024-09-10,16,Sucursal 2,Producto H,25,1,25,9,September,2024,2024-09
2024-09-10,17,Sucursal 3,Producto B,25,4,100,9,September,2024,2024-09
2024-09-10,15,Sucursal 1,Producto G,20,8,160,9,September,2024,2024-09
2024-09-10,15,Sucursal 1,Producto F,40,8,320,9,September,2024,2024-09
2024-09-10,12,Sucursal 5,Producto H,25,8,200,9,September,2024,2024-09
2024-09-10,20,Sucursal 3,Producto G,20,3,60,9,September,2024,2024-09
2024-09-10,12,Sucursal 3,Producto C,30,4,120,9,September,2024,2024-09
2024-09-10,20,Sucursal 2,Producto I,60,1,60,9,September,2024,2024-09
2024-09-10,13,Sucursal 3,Producto E,40,8,320,9,September,2024,2024-09
2024-09-10,14,Sucursal 3,Producto A,20,2,40,9,September,2024,2024-09
2024-09-10,13,Sucursal 3,Producto G,20,8,160,9,September,2024,2024-09
2024-09-10,17,Sucursal 4,Producto C,30,4,120,9,September,2024,2024-09
2024-09-10,13,Sucursal 2,Producto I,60,5,300,9,September,2024,2024-09
2024-09-10,20,Sucursal 5,Producto B,25,1,25,9,September,2024,2024-09
2024-09-10,19,Sucursal 3,Producto J,60,4,240,9,September,2024,2024-09
2024-09-10,13,Sucursal 2,Producto E,40,4,160,9,September,2024,2024-09
2024-09-11,17,Sucursal 3,Producto B,25,3,75,9,September,2024,2024-09
2024-09-11,12,Sucursal 3,Producto H,25,8,200,9,September,2024,2024-09
2024-09-11,12,Sucursal 3,Producto H,25,6,150,9,September,2024,2024-09
2024-09-11,16,Sucursal 3,Producto C,30,5,150,9,September,2024,2024-09
2024-09-11,15,Sucursal 2,Producto H,25,7,175,9,September,2024,2024-09
2024-09-11,17,Sucursal 3,Producto E,40,1,40,9,September,2024,2024-09
2024-09-11,18,Sucursal 4,Producto J,60,5,300,9,September,2024,2024-09
2024-09-11,15,Sucursal 3,Producto B,25,1,25,9,September,2024,2024-09
2024-09-12,15,Sucursal 2,Producto J,60,6,360,9,September,2024,2024-09
2024-09-12,17,Sucursal 3,Producto G,20,7,140,9,September,2024,2024-09
2024-09-12,19,Sucursal 3,Producto G,20,7,140,9,September,2024,2024-09
2024-09-12,17,Sucursal 4,Producto A,20,8,160,9,September,2024,2024-09
2024-09-12,15,Sucursal 5,Producto I,60,1,60,9,September,2024,2024-09
2024-09-13,14,Sucursal 3,Producto C,30,8,240,9,September,2024,2024-09
2024-09-13,18,Sucursal 4,Producto D,35,2,70,9,September,2024,2024-09
2024-09-13,15,Sucursal 4,Producto J,60,9,540,9,September,2024,2024-09
2024-09-13,18,Sucursal 1,Producto H,25,4,100,9,September,2024,2024-09
2024-09-13,15,Sucursal 4,Producto H,25,8,200,9,September,2024,2024-09
2024-09-13,15,Sucursal 4,Producto D,35,5,175,9,September,2024,2024-09
2024-09-13,17,Sucursal 1,Producto I,60,7,420,9,September,2024,2024-09
2024-09-13,20,Sucursal 3,Producto G,20,6,120,9,September,2024,2024-09
2024-09-13,18,Sucursal 2,Producto A,20,4,80,9,September,2024,2024-09
2024-09-13,13,Sucursal 3,Producto A,20,8,160,9,September,2024,2024-09
2024-09-13,18,Sucursal 1,Producto B,25,4,100,9,September,2024,2024-09
2024-09-14,13,Sucursal 1,Producto B,25,7,175,9,September,2024,2024-09
2024-09-14,18,Sucursal 5,Producto D,35,6,210,9,September,2024,2024-09
2024-09-14,14,Sucursal 5,Producto C,30,6,180,9,September,2024,2024-09
2024-09-14,12,Sucursal 1,Producto D,35,1,35,9,September,2024,2024-09
2024-09-14,16,Sucursal 5,Producto D,35,2,70,9,September,2024,2024-09
2024-09-14,12,Sucursal 1,Producto C,30,3,90,9,September,2024,2024-09
2024-09-14,14,Sucursal 1,Producto C,30,8,240,9,September,2024,2024-09
2024-09-14,13,Sucursal 3,Producto F,40,8,320,9,September,2024,2024-09
2024-09-14,20,Sucursal 5,Producto I,60,1,60,9,September,2024,2024-09
2024-09-14,12,Sucursal 3,Producto E,40,5,200,9,September,2024,2024-09
2024-09-14,15,Sucursal 3,Producto J,60,9,540,9,September,2024,2024-09
2024-09-14,12,Sucursal 5,Producto B,25,4,100,9,September,2024,2024-09
2024-09-15,17,Sucursal 3,Producto H,25,4,100,9,September,2024,2024-09
2024-09-15,16,Sucursal 3,Producto I,60,7,420,9,September,2024,2024-09
2024-09-15,18,Sucursal 2,Producto C,30,7,210,9,September,2024,2024-09
2024-09-15,16,Sucursal 5,Producto B,25,4,100,9,September,2024,2024-09
2024-09-15,15,Sucursal 1,Producto I,60,2,120,9,September,2024,2024-09
2024-09-15,18,Sucursal 5,Producto H,25,2,50,9,September,2024,2024-09
2024-09-16,16,Sucursal 5,Producto D,35,5,175,9,September,2024,2024-09
2024-09-16,18,Sucursal 1,Producto I,60,8,480,9,September,2024,2024-09
2024-09-16,20,Sucursal 4,Producto H,25,3,75,9,September,2024,2024-09
2024-09-16,20,Sucursal 3,Producto C,30,5,150,9,September,2024,2024-09
2024-09-16,18,Sucursal 4,Producto J,60,2,120,9,September,2024,2024-09
2024-09-16,14,Sucursal 1,Producto G,20,5,100,9,September,2024,2024-09
2024-09-16,13,Sucursal 2,Producto J,60,1,60,9,September,2024,2024-09
2024-09-16,17,Sucursal 5,Producto F,40,3,120,9,September,2024,2024-09
2024-09-16,12,Sucursal 1,Producto G,20,8,160,9,September,2024,2024-09
2024-09-17,12,Sucursal 2,Producto A,20,4,80,9,September,2024,2024-09
2024-09-17,14,Sucursal 2,Producto C,30,8,240,9,September,2024,2024-09
2024-09-17,18,Sucursal 2,Producto H,25,3,75,9,September,2024,2024-09
2024-09-17,12,Sucursal 4,Producto G,20,2,40,9,September,2024,2024-09
2024-09-17,17,Sucursal 4,Producto J,60,7,420,9,September,2024,2024-09
2024-09-17,12,Sucursal 5,Producto D,35,6,210,9,September,2024,2024-09
2024-09-17,17,Sucursal 3,Producto F,40,5,200,9,September,2024,2024-09
2024-09-17,18,Sucursal 3,Producto F,40,7,280,9,September,2024,2024-09
2024-09-17,14,Sucursal 3,Producto J,60,3,180,9,September,2024,2024-09
2024-09-17,12,Sucursal 5,Producto C,30,7,210,9,September,2024,2024-09
2024-09-18,13,Sucursal 5,Producto H,25,2,50,9,September,2024,2024-09
2024-09-18,20,Sucursal 2,Producto C,30,6,180,9,September,2024,2024-09
2024-09-18,20,Sucursal 1,Producto E,40,8,320,9,September,2024,2024-09
2024-09-18,18,Sucursal 4,Producto C,30,1,30,9,September,2024,2024-09
2024-09-18,19,Sucursal 5,Producto G,20,7,140,9,September,2024,2024-09
2024-09-18,17,Sucursal 5,Producto H,25,9,225,9,September,2024,2024-09
2024-09-18,16,Sucursal 3,Producto A,20,5,100,9,September,2024,2024-09
2024-09-19,15,Sucursal 5,Producto E,40,3,120,9,September,2024,2024-09
2024-09-19,12,Sucursal 4,Producto G,20,2,40,9,September,2024,2024-09
2024-09-19,19,Sucursal 3,Producto I,60,8,480,9,September,2024,2024-09
2024-09-19,12,Sucursal 5,Producto B,25,5,125,9,September,2024,2024-09
2024-09-19,12,Sucursal 3,Producto C,30,1,30,9,September,2024,2024-09
2024-09-19,18,Sucursal 5,Producto G,20,6,120,9,September,2024,2024-09
2024-09-19,20,Sucursal 3,Producto H,25,3,75,9,September,2024,2024-09
2024-09-19,18,Sucursal 2,Producto C,30,3,90,9,September,2024,2024-09
2024-09-19,12,Sucursal 3,Producto E,40,6,240,9,September,2024,2024-09
2024-09-19,18,Sucursal 2,Producto F,40,1,40,9,September,2024,2024-09
2024-09-20,12,Sucursal 3,Producto G,20,3,60,9,September,2024,2024-09
2024-09-20,20,Sucursal 5,Producto D,35,8,280,9,September,2024,2024-09
2024-09-20,19,Sucursal 2,Producto E,40,6,240,9,September,2024,2024-09
2024-09-20,18,Sucursal 5,Producto H,25,8,200,9,September,2024,2024-09
2024-09-20,18,Sucursal 5,Producto H,25,2,50,9,September,2024,2024-09
2024-09-21,15,Sucursal 3,Producto J,60,6,360,9,September,2024,2024-09
2024-09-21,20,Sucursal 5,Producto G,20,2,40,9,September,2024,2024-09
2024-09-21,18,Sucursal 4,Producto I,60,5,300,9,September,2024,2024-09
2024-09-21,13,Sucursal 3,Producto G,20,6,120,9,September,2024,2024-09
2024-09-21,13,Sucursal 4,Producto B,25,4,100,9,September,2024,2024-09
2024-09-21,14,Sucursal 5,Producto B,25,9,225,9,September,2024,2024-09
2024-09-22,13,Sucursal 5,Producto J,60,6,360,9,September,2024,2024-09
2024-09-22,13,Sucursal 4,Producto D,35,4,140,9,September,2024,2024-09
2024-09-22,20,Sucursal 1,Producto H,25,9,225,9,September,2024,2024-09
2024-09-22,17,Sucursal 2,Producto G,20,4,80,9,September,2024,2024-09
2024-09-22,13,Sucursal 3,Producto D,35,3,105,9,September,2024,2024-09
2024-09-22,19,Sucursal 1,Producto D,35,4,140,9,September,2024,2024-09
2024-09-23,19,Sucursal 1,Producto I,60,8,480,9,September,2024,2024-09
2024-09-23,14,Sucursal 3,Producto D,35,1,35,9,September,2024,2024-09
2024-09-23,19,Sucursal 5,Producto G,20,6,120,9,September,2024,2024-09
2024-09-23,20,Sucursal 4,Producto H,25,6,150,9,September,2024,2024-09
2024-09-23,15,Sucursal 1,Producto F,40,2,80,9,September,2024,2024-09
2024-09-23,20,Sucursal 3,Producto A,20,5,100,9,September,2024,2024-09
2024-09-23,19,Sucursal 4,Producto B,25,1,25,9,September,2024,2024-09
2024-09-23,20,Sucursal 2,Producto D,35,8,280,9,September,2024,2024-09
2024-09-24,16,Sucursal 3,Producto F,40,8,320,9,September,2024,2024-09
2024-09-24,12,Sucursal 2,Producto C,30,7,210,9,September,2024,2024-09
2024-09-24,15,Sucursal 1,Producto G,20,7,140,9,September,2024,2024-09
2024-09-24,13,Sucursal 3,Producto H,25,1,25,9,September,2024,2024-09
2024-09-24,15,Sucursal 4,Producto I,60,3,180,9,September,2024,2024-09
2024-09-24,20,Sucursal 1,Producto G,20,2,40,9,September,2024,2024-09
2024-09-25,19,Sucursal 2,Producto H,25,7,175,9,September,2024,2024-09
2024-09-25,19,Sucursal 3,Producto J,60,1,60,9,September,2024,2024-09
2024-09-25,13,Sucursal 5,Producto J,60,3,180,9,September,2024,2024-09
2024-09-25,14,Sucursal 4,Producto C,30,6,180,9,September,2024,2024-09
2024-09-25,17,Sucursal 3,Producto F,40,9,360,9,September,2024,2024-09
2024-09-25,20,Sucursal 5,Producto C,30,5,150,9,September,2024,2024-09
2024-09-26,15,Sucursal 1,Producto F,40,3,120,9,September,2024,2024-09
2024-09-26,20,Sucursal 1,Producto A,20,3,60,9,September,2024,2024-09
2024-09-26,18,Sucursal 1,Producto I,60,5,300,9,September,2024,2024-09
2024-09-26,18,Sucursal 5,Producto H,25,6,150,9,September,2024,2024-09
2024-09-26,18,Sucursal 3,Producto I,60,2,120,9,September,2024,2024-09
2024-09-26,14,Sucursal 4,Producto J,60,7,420,9,September,2024,2024-09
2024-09-26,12,Sucursal 1,Producto E,40,4,160,9,September,2024,2024-09
2024-09-26,18,Sucursal 2,Producto B,25,1,25,9,September,2024,2024-09
2024-09-27,15,Sucursal 2,Producto G,20,8,160,9,September,2024,2024-09
2024-09-27,12,Sucursal 1,Producto A,20,1,20,9,September,2024,2024-09
2024-09-27,14,Sucursal 1,Producto D,35,1,35,9,September,2024,2024-09
2024-09-27,17,Sucursal 1,Producto H,25,5,125,9,September,2024,2024-09
2024-09-27,14,Sucursal 5,Producto E,40,7,280,9,September,2024,2024-09
2024-09-27,15,Sucursal 5,Producto J,60,7,420,9,September,2024,2024-09
2024-09-27,14,Sucursal 4,Producto J,60,4,240,9,September,2024,2024-09
2024-09-28,15,Sucursal 2,Producto E,40,4,160,9,September,2024,2024-09
2024-09-28,18,Sucursal 1,Producto I,60,6,360,9,September,2024,2024-09
2024-09-28,14,Sucursal 4,Producto D,35,3,105,9,September,2024,2024-09
2024-09-28,19,Sucursal 5,Producto C,30,1,30,9,September,2024,2024-09
2024-09-28,17,Sucursal 5,Producto G,20,8,160,9,September,2024,2024-09
2024-09-29,13,Sucursal 2,Producto A,20,8,160,9,September,2024,2024-09
2024-09-29,16,Sucursal 3,Producto B,25,2,50,9,September,2024,2024-09
2024-09-29,14,Sucursal 4,Producto D,35,6,210,9,September,2024,2024-09
2024-09-29,12,Sucursal 3,Producto J,60,4,240,9,September,2024,2024-09
2024-09-29,17,Sucursal 1,Producto D,35,7,245,9,September,2024,2024-09
2024-09-29,15,Sucursal 2,Producto B,25,8,200,9,September,2024,2024-09
2024-09-29,15,Sucursal 1,Producto I,60,8,480,9,September,2024,2024-09
2024-09-29,18,Sucursal 3,Producto D,35,6,210,9,September,2024,2024-09
2024-09-29,14,Sucursal 4,Producto J,60,6,360,9,September,2024,2024-09
2024-09-29,13,Sucursal 5,Producto B,25,8,200,9,September,2024,2024-09
2024-09-29,13,Sucursal 1,Producto J,60,2,120,9,September,2024,2024-09
2024-09-29,15,Sucursal 5,Producto D,35,9,315,9,September,2024,2024-09
2024-09-29,15,Sucursal 2,Producto B,25,9,225,9,September,2024,2024-09
2024-09-29,19,Sucursal 1,Producto J,60,2,120,9,September,2024,2024-09
2024-09-29,19,Sucursal 4,Producto C,30,3,90,9,September,2024,2024-09
2024-09-30,12,Sucursal 3,Producto D,35,8,280,9,September,2024,2024-09
2024-09-30,20,Sucursal 3,Producto J,60,2,120,9,September,2024,2024-09
2024-09-30,15,Sucursal 2,Producto G,20,8,160,9,September,2024,2024-09
2024-09-30,18,Sucursal 1,Producto D,35,4,140,9,September,2024,2024-09
2024-09-30,14,Sucursal 1,Producto B,25,9,225,9,September,2024,2024-09
2024-09-30,17,Sucursal 2,Producto F,40,1,40,9,September,2024,2024-09
2024-09-30,12,Sucursal 3,Producto E,40,7,280,9,September,2024,2024-09
2024-09-30,15,Sucursal 1,Producto D,35,4,140,9,September,2024,2024-09
2024-09-30,16,Sucursal 5,Producto E,40,3,120,9,September,2024,2024-09
2024-09-30,15,Sucursal 5,Producto H,25,1,25,9,September,2024,2024-09
2024-10-01,14,Sucursal 2,Producto B,25,1,25,10,October,2024,2024-10
2024-10-01,20,Sucursal 4,Producto G,20,6,120,10,October,2024,2024-10
2024-10-01,20,Sucursal 5,Producto C,30,7,210,10,October,2024,2024-10
2024-10-01,12,Sucursal 2,Producto F,40,4,160,10,October,2024,2024-10
2024-10-01,19,Sucursal 2,Producto A,20,6,120,10,October,2024,2024-10
2024-10-01,17,Sucursal 5,Producto G,20,3,60,10,October,2024,2024-10
2024-10-02,14,Sucursal 2,Producto E,40,4,160,10,October,2024,2024-10
2024-10-02,20,Sucursal 1,Producto E,40,6,240,10,October,2024,2024-10
2024-10-02,20,Sucursal 5,Producto H,25,7,175,10,October,2024,2024-10
2024-10-02,14,Sucursal 1,Producto D,35,6,210,10,October,2024,2024-10
2024-10-02,18,Sucursal 3,Producto D,35,5,175,10,October,2024,2024-10
2024-10-02,20,Sucursal 3,Producto D,35,6,210,10,October,2024,2024-10
2024-10-02,20,Sucursal 1,Producto A,20,6,120,10,October,2024,2024-10
2024-10-03,19,Sucursal 3,Producto J,60,9,540,10,October,2024,2024-10
2024-10-03,18,Sucursal 5,Producto I,60,5,300,10,October,2024,2024-10
2024-10-03,15,Sucursal 1,Producto I,60,7,420,10,October,2024,2024-10
2024-10-03,13,Sucursal 4,Producto C,30,2,60,10,October,2024,2024-10
2024-10-03,14,Sucursal 5,Producto A,20,8,160,10,October,2024,2024-10
2024-10-03,15,Sucursal 1,Producto G,20,7,140,10,October,2024,2024-10
2024-10-03,16,Sucursal 4,Producto D,35,6,210,10,October,2024,2024-10
2024-10-03,14,Sucursal 3,Producto C,30,8,240,10,October,2024,2024-10
2024-10-03,19,Sucursal 2,Producto D,35,9,315,10,October,2024,2024-10
2024-10-03,14,Sucursal 4,Producto J,60,1,60,10,October,2024,2024-10
2024-10-03,17,Sucursal 3,Producto E,40,9,360,10,October,2024,2024-10
2024-10-03,16,Sucursal 4,Producto F,40,2,80,10,October,2024,2024-10
2024-10-03,17,Sucursal 5,Producto C,30,7,210,10,October,2024,2024-10
2024-10-04,17,Sucursal 4,Producto G,20,8,160,10,October,2024,2024-10
2024-10-04,19,Sucursal 2,Producto F,40,6,240,10,October,2024,2024-10
2024-10-04,18,Sucursal 5,Producto B,25,7,175,10,October,2024,2024-10
2024-10-04,16,Sucursal 2,Producto J,60,8,480,10,October,2024,2024-10
2024-10-04,15,Sucursal 1,Producto B,25,1,25,10,October,2024,2024-10
2024-10-04,17,Sucursal 3,Producto H,25,8,200,10,October,2024,2024-10
2024-10-04,19,Sucursal 1,Producto A,20,5,100,10,October,2024,2024-10
2024-10-04,16,Sucursal 4,Producto G,20,3,60,10,October,2024,2024-10
2024-10-04,20,Sucursal 5,Producto J,60,7,420,10,October,2024,2024-10
2024-10-04,12,Sucursal 2,Producto E,40,5,200,10,October,2024,2024-10
2024-10-04,18,Sucursal 1,Producto I,60,7,420,10,October,2024,2024-10
2024-10-04,19,Sucursal 4,Producto G,20,6,120,10,October,2024,2024-10
2024-10-04,15,Sucursal 1,Producto E,40,6,240,10,October,2024,2024-10
2024-10-04,13,Sucursal 3,Producto G,20,7,140,10,October,2024,2024-10
2024-10-05,16,Sucursal 1,Producto D,35,5,175,10,October,2024,2024-10
2024-10-05,19,Sucursal 5,Producto H,25,4,100,10,October,2024,2024-10
2024-10-05,16,Sucursal 2,Producto I,60,5,300,10,October,2024,2024-10
2024-10-05,17,Sucursal 2,Producto D,35,5,175,10,October,2024,2024-10
2024-10-05,16,Sucursal 5,Producto J,60,2,120,10,October,2024,2024-10
2024-10-05,12,Sucursal 5,Producto B,25,5,125,10,October,2024,2024-10
2024-10-05,19,Sucursal 5,Producto C,30,6,180,10,October,2024,2024-10
2024-10-05,13,Sucursal 5,Producto D,35,3,105,10,October,2024,2024-10
2024-10-05,14,Sucursal 2,Producto E,40,2,80,10,October,2024,2024-10
2024-10-05,17,Sucursal 5,Producto H,25,7,175,10,October,2024,2024-10
2024-10-06,12,Sucursal 2,Producto A,20,5,100,10,October,2024,2024-10
2024-10-06,13,Sucursal 1,Producto F,40,8,320,10,October,2024,2024-10
2024-10-06,17,Sucursal 4,Producto I,60,9,540,10,October,2024,2024-10
2024-10-06,20,Sucursal 4,Producto E,40,7,280,10,October,2024,2024-10
2024-10-06,17,Sucursal 5,Producto F,40,2,80,10,October,2024,2024-10
2024-10-06,20,Sucursal 4,Producto G,20,9,180,10,October,2024,2024-10
2024-10-06,14,Sucursal 1,Producto C,30,1,30,10,October,2024,2024-10
2024-10-06,14,Sucursal 5,Producto H,25,4,100,10,October,2024,2024-10
2024-10-06,15,Sucursal 3,Producto B,25,3,75,10,October,2024,2024-10
2024-10-06,13,Sucursal 5,Producto F,40,2,80,10,October,2024,2024-10
2024-10-06,20,Sucursal 2,Producto A,20,5,100,10,October,2024,2024-10
2024-10-06,18,Sucursal 5,Producto D,35,5,175,10,October,2024,2024-10
2024-10-06,20,Sucursal 2,Producto A,20,1,20,10,October,2024,2024-10
2024-10-06,19,Sucursal 4,Producto C,30,7,210,10,October,2024,2024-10
2024-10-07,14,Sucursal 5,Producto D,35,7,245,10,October,2024,2024-10
2024-10-07,20,Sucursal 4,Producto G,20,9,180,10,October,2024,2024-10
2024-10-07,16,Sucursal 3,Producto D,35,7,245,10,October,2024,2024-10
2024-10-07,20,Sucursal 1,Producto A,20,7,140,10,October,2024,2024-10
2024-10-07,20,Sucursal 3,Producto E,40,6,240,10,October,2024,2024-10
2024-10-07,13,Sucursal 1,Producto G,20,9,180,10,October,2024,2024-10
2024-10-07,17,Sucursal 4,Producto H,25,7,175,10,October,2024,2024-10
2024-10-07,19,Sucursal 2,Producto E,40,7,280,10,October,2024,2024-10
2024-10-07,12,Sucursal 5,Producto B,25,9,225,10,October,2024,2024-10
2024-10-07,13,Sucursal 1,Producto I,60,6,360,10,October,2024,2024-10
2024-10-07,20,Sucursal 3,Producto F,40,6,240,10,October,2024,2024-10
2024-10-08,17,Sucursal 3,Producto F,40,3,120,10,October,2024,2024-10
2024-10-08,15,Sucursal 4,Producto I,60,7,420,10,October,2024,2024-10
2024-10-08,19,Sucursal 2,Producto I,60,1,60,10,October,2024,2024-10
2024-10-08,17,Sucursal 4,Producto A,20,6,120,10,October,2024,2024-10
2024-10-08,13,Sucursal 3,Producto G,20,1,20,10,October,2024,2024-10
2024-10-08,20,Sucursal 5,Producto H,25,1,25,10,October,2024,2024-10
2024-10-09,14,Sucursal 3,Producto I,60,7,420,10,October,2024,2024-10
2024-10-09,16,Sucursal 5,Producto I,60,4,240,10,October,2024,2024-10
2024-10-09,16,Sucursal 2,Producto F,40,5,200,10,October,2024,2024-10
2024-10-09,12,Sucursal 5,Producto F,40,9,360,10,October,2024,2024-10
2024-10-09,16,Sucursal 1,Producto A,20,1,20,10,October,2024,2024-10
2024-10-09,18,Sucursal 3,Producto I,60,2,120,10,October,2024,2024-10
2024-10-09,13,Sucursal 5,Producto B,25,7,175,10,October,2024,2024-10
